exam_type,category,scenario,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
AI模擬,5-2 エンフォースメント,,"特許侵害訴訟における防御手段（特許法第104条の3）に関して、最も適切と考えられるものはどれか。",特許に無効理由があることが明らかな場合であっても、権利者は登録を抹消されるまで権利を行使できる。,裁判所は、被告から無効の抗弁が出された場合、特許庁の審決を待たずに権利行使の制限を判断できる。,無効の抗弁が認められた場合、当該特許権は将来に向かって消滅する。,本規定は特許法独自のものであり、実用新案法や商標法には準用されていない。,イ,"特許法104条の3（権利濫用の抗弁）。裁判所が独自に有効性を判断し、無効理由があれば権利行使を認めない。実用新案、意匠、商標にも準用。"
AI模擬,5-2 エンフォースメント,,"関税法に基づく輸入差止（水際対策）に関して、最も不適切と考えられるものはどれか。",特許権、意匠権、商標権、著作権等は、いずれも税関長への輸入差止申立ての対象となる。,税関長は、認定手続において権利侵害があると判断した場合、没収・廃棄等の処分を行うことができる。,認定手続の開始にあたっては、必ず権利者からの申立てが必要であり、税関長が職権で行うことはできない。,個人的に使用する目的（非業）で侵害物品を輸入する行為は、原則として輸入差止の対象外である。,ウ,"関税法。税関長は、申立てがない場合でも職権で認定手続を開始できる（職権探知）。"
AI模擬,6. 関係法規,,"経済安全保障推進法に基づく特許出願の非公開制度に関して、最も適切と考えられるものはどれか。",保全指定を受けた発明は、出願から18ヶ月後に通常通り出願公開される。,特定技術分野の発明について外国に出願しようとする場合、日本へ出願する前に外国出願することは原則禁止される。,保全指定による損失を補償する制度は存在しない。,保全指定を受けた場合、特許料の納付は免除される。,イ,"経済安保法。第一国出願義務（78条）。指定された発明は非公開となり、外国出願が制限される。これによる損失は補償対象となる。"
AI模擬,3-1 調査,,"J-PlatPatを用いた特許調査に関して、最も適切と考えられるものはどれか。",FI（File Index）は、国際的に共通して使用される特許分類記号である。,Fターム（File Forming Term）は、技術的な観点（目的、用途、構造等）から多角的に分類した日本独自の記号である。,出願審査請求をしていない特許出願は、J-PlatPatの検索対象に含まれない。,商標の検索において、称呼（読み方）による検索はできない。,イ,"特許調査。FI・Fタームは日本独自の細分化分類。審査請求の有無にかかわらず、出願公開されれば検索可能。"
AI模擬,6. 関係法規,,"2026年1月に施行される「中小受託取引適正化法（取適法）」に関して、最も適切と考えられるものはどれか。",下請代金支払遅延等防止法（下請法）の名称が変更されたものであり、実質的な内容は変わらない。,従来の資本金基準に加え、新たに「従業員数基準」が導入され、規制対象となる事業者の範囲が拡大される。,情報成果物の作成委託において、デジタルデータの提供は規制対象から除外される。,親事業者の義務として、支払期日を受領から90日以内に定めることが義務付けられる。,イ,"下請法改正。法律名変更とともに、資本金だけでなく従業員数（300人等）による基準が追加され、中堅企業等も規制対象となる可能性が高まった。支払期日は60日以内。"
AI模擬,5-1 契約,,"著作権の譲渡契約において、第27条（翻案権等）および第28条（二次的著作物の利用権）の扱いに関して、最も適切と考えられるものはどれか。",「著作権のすべてを譲渡する」と記載すれば、第27条および第28条の権利も当然に含まれる。,契約書に第27条および第28条の権利を譲渡する旨が特掲されていない場合、これらの権利は譲渡人に留保されたものと推定される。,著作者人格権を譲渡する旨を記載すれば、人格権も譲受人に移転する。,著作権の譲渡は、文化庁への登録が効力発生要件であるため、登録前の契約は無効である。,イ,"著作権法61条2項。翻案権等は特記しない限り譲渡人に留保されると推定される。人格権は譲渡不可。登録は第三者対抗要件。"
AI模擬,4-2 技術保護,,"特許請求の範囲（クレーム）の補正に関して、最も不適切と考えられるものはどれか。",最初の拒絶理由通知を受けた後は、新しい技術的事項を追加する補正ができる。,最後の拒絶理由通知を受けた後の補正は、請求項の削除や誤記の訂正等、厳格に制限される。,補正は、願書に最初に添付した明細書、特許請求の範囲又は図面に記載した事項の範囲内で行わなければならない。,補正によって請求項の数を増やすことが認められる場合がある。,ア,"特許法17条の2。新規事項の追加（当初明細書の範囲外）は禁止。最後の拒絶理由後はさらに目的が制限される。"
AI模擬,4-2 技術保護,,"特許無効審判（123条）に関して、最も適切と考えられるものはどれか。",特許権が消滅した後は、無効審判を請求することができない。,利害関係人に限り、何時でも請求することができる。,無効審決が確定した場合でも、特許権は審決の日から将来に向かってのみ消滅する。,無効審判の請求は、特許請求の範囲の1つの請求項のみを対象とすることはできない。,イ,"特許法123条。利害関係人（無効にすることに法律上の利益を持つ者）のみ請求可能。消滅後も請求可。確定すれば遡及消滅する。請求項ごとの請求が可能。"
AI模擬,5-1 契約,,"独占禁止法における知的財産ライセンスガイドラインに関して、最も不適切と考えられるものはどれか。",ライセンス契約において、販売価格を制限する行為は、原則として不公正な取引方法に該当する可能性がある。,ライセンス期間終了後に、当該技術を使用することを一切禁止する条項は、問題となる可能性がある。,改良発明の権利をすべてライセンス許諾者に帰属させる義務（アサインバック）は、常に認められる。,ライセンスを受けた者が、当該特許の有効性を争わない義務（不争義務）を課すことは、競争を制限する可能性がある。,ウ,"独禁法。改良発明の独占的帰属義務（キャプティブ・アサインバック）は、実施権者の開発意欲を削ぐため不公正な取引方法となる可能性が高い。"
AI模擬,2-1 法務,,"種苗法に基づく品種登録制度に関して、最も適切と考えられるものはどれか。",登録品種の種苗を販売する際、登録品種である旨（PVPマーク等）を表示することは努力義務である。,育成者権者は、登録品種の輸出先国や栽培地域を制限することができる。,品種登録の存続期間は、出願の日から25年（木本性植物は30年）である。,一度譲渡された種苗について、育成者権の効力が及ぶことはいかなる場合もない。,イ,"種苗法。2021年改正で表示が義務化された。輸出先や地域の制限が可能。存続期間は「登録の日」から25年（木本30年）。"
AI模擬,4-3 コンテンツ保護,,"著作隣接権（実演家の権利）に関して、最も不適切と考えられるものはどれか。",実演家は、自己の実演を録音・録画する権利（録音権・録画権）を専有する。,実演家は、自己の実演を送信可能化する権利を有する。,著作隣接権の存続期間は、実演が行われた日の属する年の翌年から70年である。,実演家人格権（氏名表示権、同一性保持権）は、著作権と同様に他人に譲渡することができる。,エ,"著作権法101条の2。実演家人格権は一身専属性を有し、譲渡できない。財産権としての著作隣接権は譲渡可能。"
AI模擬,6. 関係法規,,"知的財産に関する条約のうち、意匠の国際登録に関するものはどれか。",パリ条約,特許協力条約（PCT）,マドリッド協定議定書,ハーグ協定,エ,"ハーグ協定は意匠、マドリッドは商標、PCTは特許、パリは工業所有権全般。"
AI模擬,5-2 エンフォースメント,,"他社から特許侵害の警告を受けた際の実務的な対応として、最も不適切と考えられるものはどれか。",J-PlatPat等を用いて、当該特許の登録原簿を確認し、現在も有効に存続しているか調査する。,当該特許に無効理由があるか調査し、必要に応じて無効審判の請求を検討する。,自社の製品が当該特許の技術的範囲に含まれる場合でも、特許権者に過失がなければ損害賠償を拒否できる。,先使用権（特許法79条）の要件を満たしているか、証拠書類を揃えて検討する。,ウ,"特許法103条。侵害行為には「過失」が推定されるため、無過失の証明は困難。警告後の継続は「故意」とされる。差止請求に故意過失は不要。"
AI模擬,4-2 技術保護,,"経済安全保障推進法に基づき、特許庁長官が行う第一次審査の期間として適切なものはどれか。",特許出願の日から常に3ヶ月以内に行われる。,特定技術分野に属する発明が記載されているとき、出願日から3ヶ月を超えない範囲内で内閣総理大臣に書類が送付される。,出願審査請求がなされた後にのみ開始される。,補正書が提出された場合には、その都度3ヶ月の期間がリセットされる。,イ,"経済安全保障推進法第66条。特許庁長官は、特定技術分野の発明が含まれる場合、出願から3ヶ月以内に内閣府へ送付し保全審査に回す必要がある。"
AI模擬,6. 関係法規,,"日本国内で行われた特定技術分野の発明を外国に出願する際の手順として、最も適切なものはどれか。",保全指定を受ける可能性がある場合でも、パリ条約の優先権を主張すれば直ちに外国出願できる。,日本国内に出願後、保全指定をしない旨の通知を受けるか、10ヶ月が経過するまで外国出願が禁止される。,外国の特許庁に直接出願した後に、日本へ事後的に報告すれば罰則は適用されない。,非公開とされた発明については、WIPO（世界知的所有権機関）への国際出願（PCT出願）を行うことが義務付けられている。,イ,"経済安全保障推進法第78条。特定技術分野の発明は、日本での審査結果が出るまで（原則10ヶ月）外国出願が制限される。違反には罰則がある。"
AI模擬,4-2 技術保護,,"特許出願が保全指定（非公開）を受けたことにより、権利行使ができないために生じた損失に対する補償に関して、最も適切なものはどれか。",国は、保全指定によって生じた損失を通常生ずべき範囲内において補償する。,補償の対象となるのは、中小企業および個人発明家に限定される。,補償金は、保全指定が解除された後に一括して支払われ、指定期間中の支払はない。,補償を受けるためには、出願人があらかじめ「損失補償請求予備申告書」を提出していなければならない。,ア,"経済安全保障推進法第80条。公開が制限される代償として、国が通常生ずべき損失を補償する規定が設けられている。"
AI模擬,4-2 技術保護,,"2026年4月に開始されるオンライン発送制度において、発送日から何日経過したときに書類が到達したとみなされるか。",発送された当日,発送された日の翌日から10日を経過したとき,インターネット出願ソフトを開いてダウンロードした瞬間,発送日の翌日から14日（2週間）を経過したとき,イ,"工業所有権特例法改正（2026年4月施行）。「経過到達」により、オンライン発送から10日経過で到達したものとみなされる。"
AI模擬,4-2 技術保護,,"2026年4月以降、オンライン発送された特定通知等を受領期間内にダウンロードしなかった場合の取り扱いとして、適切なものはどれか。",従来どおり、特許庁から紙の書類が普通郵便で郵送される。,郵送への切り替えは原則廃止され、10日経過により発送日が確定し、紙の書類は届かない。,再度オンライン発送を請求することができる。,代理人の場合は、オンライン受領か郵送かを書類ごとに自由に選択できる。,イ,"工業所有権特例法改正。10日経過による自動到達が導入され、従来行われていた紙の書類による追っかけ郵送は原則廃止される。"
AI模擬,5-1 契約,,"医薬品等の特許権存続期間延長制度の最新の動向（2025年7月改正予定）に関して、最も適切なものはどれか。",延長できる期間の上限が、現在の5年から10年に引き上げられる。,存続期間の延長出願を放棄した場合、その効果が遡及的に無効となる規定が明確化される。,審査請求から3年経過後に特許登録された場合、すべての案件で自動的に延長される。,ジェネリック医薬品の発売可能日がさらに遅れるような延長制度の強化が行われる。,イ,"特許法改正（2025年7月予定）。存続期間延長出願の放棄等の効果を明確化し、実務上の法的安定性を高める規定が整備される。"
AI模擬,4-2 技術保護,,"実用新案権者が権利侵害を理由として相手方に警告を行う際、最も適切な手順はどれか。",登録証の写しを提示すれば、いつでも差止請求ができる。,あらかじめ特許庁が作成した実用新案技術評価書を提示して、警告した後でなければ権利行使できない。,評価書に「新規性・進歩性を否定する先行技術がある」と記載されていても、権利者は自由に警告できる。,評価書の提示は、訴訟を提起した後の証拠調べの段階で行えば足りる。,イ,"実用新案法第29条の3。無審査登録であるため、安定性確認のために技術評価書の提示と警告が法的義務となっている。"
AI模擬,5-2 エンフォースメント,"権利者の販売能力を超える数量の侵害行為があった場合。","特許法第102条第1項による「損害額の算定」として、適切なものはどれか。",販売能力を超える部分については、損害を一切請求できない。,販売能力内の部分は権利者の利益に基づき、能力を超える部分はライセンス料相当額を合算して請求できる。,侵害者が「実施許諾を得る意思がなかった」と証明すれば、合算は認められない。,合算できるのは、侵害者が「故意」に侵害を行った場合に限られる。,イ,"特許法第102条第1項第2号。令和元年改正により、能力超過分についてもライセンス料相当額を損害として合算できるようになった。"
AI模擬,4-2 技術保護,,"自ら発明を公開した後に新規性喪失の例外規定の適用を受けて出願できる期間（猶予期間）はどれか。",公開の日から6ヶ月以内,公開の日から12ヶ月（1年）以内,出願公開の日の前日まで,出願審査請求の日の前日まで,イ,"特許法第30条。2018年の改正以降、猶予期間は6ヶ月から1年に延長されている。"
AI模擬,4-2 技術保護,,"実用新案登録出願をした後、特許出願へ変更することが認められる時期として、最も適切なものはどれか。",実用新案権の登録がなされるまで。,実用新案登録出願の日から3年以内の一定の期間内。,実用新案技術評価書の提示を受けた後であれば、いつでも可能。,実用新案権が設定登録された後は、いかなる場合も変更できない。,イ,"特許法第46条の2。実用新案出願（または登録後）から3年以内等の制限下で、特許への変更が可能である。"
AI模擬,4-1 ブランド保護,,"商標法第4条第4項に基づき、先行登録商標と類似する商標を併存登録するための要件として、最も適切なものはどれか。",先行登録商標権者の承諾（コンセント）があることのみ。,先行登録商標権者の承諾があり、かつ、出所混同のおそれがないと認められること。,出願人が先行商標権者の子会社であること。,両商標が既に3年以上市場で併存して使用されていること。,イ,"商標法第4条第4項（2024年4月施行）。日本のコンセント制度は混同防止の観点から、当事者の合意に加え特許庁の審査を要する。"
AI模擬,4-1 ブランド保護,,"コンセント制度により併存登録された後、実際に需要者の間で混同が生じた場合の対応として、適切なものはどれか。",先に登録された商標権者が、後発の商標権者に対し、商標の使用を差し止めることができる。,一方の商標権者は、他方の商標権者に対し、混同を防止するために必要な表示を付すよう請求できる。,特許庁が職権で、後発の商標登録を無効にする。,いずれの権利者も、不使用取消審判を請求することができなくなる。,イ,"商標法第24条の4。併存登録後も、実害が生じるおそれがある場合は互いに混同防止表示の付加を請求できる。"
AI模擬,4-1 ブランド保護,,"2024年4月以降、他人の氏名を含む商標が出願された際の審査の運用として、適切なものはどれか。",同姓同名の他人が一人でも存在する限り、その他人全員の承諾が必要である。,その他人がその分野において需要者の間に広く認識されていない場合、承諾なしに登録できる。,出願人が自身の氏名を登録しようとする場合、他人の知名度に関わらず常に無条件で登録される。,「相当の関連性」がある場合であっても、他人の承諾がなければ一律に拒絶される。,イ,"商標法第4条第1項第8号改正。拒絶の対象となる「他人」を、その分野で広く認識されている（著名な）他人に限定した。"
AI模擬,4-1 ブランド保護,,"商標法第50条に基づく不使用取消審判を請求できる者として、適切なものはどれか。",当該商標と競合する商品を取り扱う利害関係人に限られる。,何人も（誰でも）請求することができる。,特許庁長官が認めた公的団体に限られる。,登録から5年が経過するまでは、いかなる者も請求できない。,イ,"商標法第50条。登録の整理を図る公益目的から、請求人は利害関係人に限定されず「何人も」可能である。"
AI模擬,4-1 ブランド保護,,"登録商標「アオゾラ」（清涼飲料）に対し不使用取消審判を提起された際、取消しを免れるための使用として適切なものはどれか。",「アオゾラ」に極めて類似する図形を付した商品のみを販売していた。,書体は異なるが、社会通念上同一と認められる「AOZORA」という表記で販売していた。,「アオゾラ」という商標を付した看板を、工場の内部（非公開エリア）に掲示していた。,新聞広告に1回だけ「アオゾラ」を掲載したが、商品の製造・販売は行っていない。,イ,"商標法第50条第1項。書体や表記の変更であっても、社会通念上同一と認められる範囲の使用であれば登録商標の使用とみなされる。"
AI模擬,4-1 ブランド保護,,"地域団体商標（第7条の2）の登録を受けることができる団体として、不適切なものはどれか。",事業協同組合,農業協同組合,法人格を有しない任意の任意団体（サークル等）,商工会議所。,ウ,"商標法第7条の2。地域団体商標は、法人格を有する組合や商工会、商工会議所、NPO法人等に限られる。"
AI模擬,4-1 ブランド保護,,"標準文字による登録を受けた商標の効力に関する記述として、最も適切なものはどれか。",特許庁が指定した特定のフォント（書体）に対してのみ効力が及ぶ。,文字の構成が同一であれば、フォントやデザインにかかわらず、その文字表記そのものに効力が及ぶ。,標準文字による登録は、図形と組み合わされた商標に対しては、いかなる場合も効力を主張できない。,標準文字で登録された場合、商標登録表示（®マーク等）を付すことが禁じられている。,イ,"商標法第5条第3項。標準文字制度は文字そのものの名称を保護する目的であり、特定のデザインに限定されない効力を有する。"
AI模擬,6. 関係法規,,"日本で商標登録出願をした後に、パリ条約の優先権を主張して外国に出願できる期間（優先期間）はどれか。",最初の出願の日から6ヶ月以内,最初の出願の日から12ヶ月（1年）以内,商標が日本で登録された日から6ヶ月以内,出願公開の翌日から3ヶ月以内,ア,"パリ条約第4条。商標および意匠の優先期間は6ヶ月、特許および実用新案は12ヶ月である。"
AI模擬,4-1 ブランド保護,,"商標権の更新登録に関する記述として、最も適切なものはどれか。",更新申請は、存続期間満了の日の3ヶ月前からしか行えない。,更新登録の申請と同時に、指定商品を自由に追加することができる。,登録料を一括で納付するほか、5年ずつの分割納付も認められている。,使用実績がない商標については、更新時に使用証明書を提出しなければならない。,ウ,"商標法第40条第2項。商標権の登録料は10年一括または5年ごとの分割納付が可能である。"
AI模擬,4-1 ブランド保護,,"商標登録出願において、一部の指定商品に拒絶理由が通知された際の対応として、最も適切なものはどれか。",拒絶理由のない指定商品のみを「分割出願」により切り出し、先行して登録を目指す。,商標そのもののデザインを大幅に変更する補正を行う。,拒絶理由通知に対する回答期限を、無条件で1年間延長する。,分割出願を行うには、特許庁による「判定」をあらかじめ受ける必要がある。,ア,"商標法第10条。分割出願により問題のない指定商品を早期権利化し、残りの部分は争い続ける実務が一般的である。"
AI模擬,4-4 デザイン保護,,"意匠法の保護対象に関する記述として、最も適切なものはどれか。",不動産である建築物（住宅、工場、橋梁等）は、依然として意匠法の保護対象外である。,店舗の内装全体として統一的な美感を起こさせるものは、一意匠として登録を受けられる。,内装意匠の登録を受けるには、構成するすべての物品について、別途個別に意匠登録を受けていなければならない。,建築物の外観は、それが土地に定着していない（プレハブ住宅等）場合に限り登録できる。,イ,"意匠法第2条、第8条の2。令和元年改正により「建築物」や「内装」が保護対象に追加された。"
AI模擬,4-4 デザイン保護,,"2024年4月に施行された意匠法第4条（新規性喪失の例外）の改正内容として、適切なものはどれか。",自ら公開した意匠については、いかなる場合も証明書の提出が不要となった。,複数の公開行為がある場合、最先の公開についてのみ証明すれば、その後の同一・類似の公開についての証明書の提出が免除される。,例外規定の適用を受けるための期間が、公開日から6ヶ月に短縮された。,意に反して公開された場合は、本規定の適用を受けることができなくなった。,イ,"意匠法第4条改正（2024年4月施行）。デジタル拡散に配慮し、最先の公開のみ証明すれば、それ以降の公開の証明を免除する緩和が行われた。"
AI模擬,4-4 デザイン保護,,"令和元年の改正以降、関連意匠を出願できる期間（期限）はいつまでか。",本意匠の出願公開の日まで。,本意匠の登録公報が発行される前日まで。,本意匠（基礎意匠）の出願日から10年を経過する日前まで。,本意匠の存続期間が満了するまでであればいつでも。,ウ,"意匠法第10条。関連意匠の出願可能期間は、基礎意匠の出願日から10年に延長された。"
AI模擬,4-4 デザイン保護,,"関連意匠権の存続期間の終期に関する記述として、最も適切なものはどれか。",関連意匠の登録の日から25年。,関連意匠の出願の日から25年。,本意匠（基礎意匠）の出願の日から25年。,本意匠の登録の日から20年。,ウ,"意匠法第21条。関連意匠の存続期間は、基礎意匠の出願日から25年である。"
AI模擬,4-4 デザイン保護,,"意匠法における「類似」の判断は、誰の視点を基準に行われるか。",その分野におけるデザインの専門家（デザイナー等）。,当該物品の需要者（取引者・消費者）。,特許庁の審査官が主観的に判断する。,平均的な知能を有する一般市民。,イ,"意匠法第24条第2項。意匠の類否は、需要者の視覚を通じて起こさせる美感に基づいて判断される。"
AI模擬,4-4 デザイン保護,,"画像意匠（第2条）として登録できるものの範囲に関して、適切なものはどれか。",物品に記録・表示されている画像に限定される。,機器の操作の用に供されるもの（操作画像）等であれば、物品を離れた（クラウド上の）画像単体でも登録できる。,デスクトップの壁紙やゲームの背景のような装飾的な画像も一律に登録できる。,映画のワンシーンを切り出した静止画は、画像意匠として登録が義務付けられている。,イ,"意匠法第2条。改正により、物品に表示されていない画像（ネットワーク経由の操作画像等）も単独で保護対象となった。"
AI模擬,4-3 コンテンツ保護,,"文化庁のガイドライン（令和6年）における、AI生成物による著作権侵害の考え方として適切なものはどれか。",AIが自動的に生成したものであれば、既存の著作物と酷似していても侵害にはならない。,既存の著作物との「類似性」および、学習データに含まれていた等の「依拠性」が認められれば、通常の著作権侵害と同様に扱われる。,プロンプトに特定のクリエイターの名前を入力することは、それ自体が犯罪となる。,生成物の類似性をチェックする義務は、AIの開発者にのみあり、利用者にはない。,イ,"文化庁「AIと著作権に関する考え方」。AI生成物であっても、既存の著作物との類似性・依拠性が認められれば著作権侵害を構成する。"
AI模擬,4-3 コンテンツ保護,,"AIが自律的に生成したコンテンツ（人の創作的寄与がないもの）の著作権に関する判断として、最も適切なものはどれか。",AI自体に著作権が発生する。,AIを利用したユーザーに当然に著作権が発生する。,著作物には該当せず、著作権は発生しない。,公表から70年間の保護が自動的に開始される。,ウ,"著作権法第2条。著作物は「人の思想又は感情を創作的に表現したもの」であり、AIの自律性生物はこれに該当しない。"
AI模擬,2-2 リスク管理,,"不正競争防止法第2条第1項第3号（形態模倣）に関して、2024年4月施行の改正内容はどれか。",形態模倣の保護期間が、販売から3年から5年に延長された。,デジタル空間（メタバース等）における商品の形態模倣行為も規制対象となった。,模倣品を「購入」する行為そのものに刑事罰が科されるようになった。,自ら意匠登録を受けている場合は、不競法による保護は受けられない。,イ,"不正競争防止法第2条第1項第3号。改正により、電気通信回線を通じて提供されるデジタル商品の形態模倣も規制対象となった。"
AI模擬,2-2 リスク管理,,"不正競争防止法における「限定提供データ」の最新の改正（2024年4月）に関して、適切なものはどれか。",秘密管理されているデータは、限定提供データの対象外となった。,自社で秘密管理しているビッグデータであっても、他者に共有するものは限定提供データとして保護される。,限定提供データの侵害に対する罰則が廃止された。,限定提供データとして保護される期間は一律10年である。,イ,"不正競争防止法第2条第7項。共有されるビッグデータの重要性に鑑み、秘密管理されているデータも限定提供データの範囲に含める拡充が行われた。"
AI模擬,4-2 技術保護,,"特許法における「出願審査の請求」に関する記述として、最も適切なものはどれか。",出願審査の請求は、特許出願人以外の第三者は行うことができない。,出願審査の請求期間は、特許出願の日から3年以内である。,出願審査の請求は、出願と同時に行わなければならない。,出願公開がなされる前は、出願審査の請求を行うことができない。,イ,"特許法第48条の3。出願審査の請求は出願日から3年以内に行う必要があり、何人も（誰でも）可能である。"
AI模擬,4-3 コンテンツ保護,,"2026年4月に開始される新たな裁定制度において、裁定の窓口となるのはどこか。",文化庁長官に直接申請する。,文化庁長官の登録を受けた「登録確認機関（民間の窓口団体）」。,各地方自治体の教育委員会。,裁判所の知財部。,イ,"著作権法第67条の3（2026年4月施行）。申請の迅速化のため、民間の登録確認機関が窓口となる新制度が開始される。"
AI模擬,4-3 コンテンツ保護,,"2026年開始の裁定制度に関するコスト面の説明として、適切なものはどれか。",申請手数料は無料で、補償金のみを支払えばよい。,申請手数料（13,800円程度）と、通常の使用料相当額の補償金の供託が必要である。,補償金の額は、利用者が自ら自由に決定することができる。,裁定後に著作権者が現れた場合、供託した補償金は国庫に没収される。,イ,"著作権法施行令改正案。1万3800円の手数料と、市場相場相当の補償金の供託が求められる。"
AI模擬,4-3 コンテンツ保護,,"AI学習のために著作物を利用する際の法的根拠となる規定に関して、最も適切なものはどれか。",私的使用のための複製（第30条）に基づき、いかなる学習も自由である。,著作物に表現された思想又は感情を自ら享受し又は他人に享受させることを目的としない場合は、原則として許諾なく利用できる。,非営利目的の学習であれば、享受目的であっても許諾は不要である。,学習データに海賊版サイトのコンテンツが含まれている場合でも、本条項により常に免責される。,イ,"著作権法第30条の4。データ解析などの「非享受目的」であれば、原則として著作権者の許諾なく利用可能である。"
AI模擬,4-3 コンテンツ保護,,"著作者人格権の取り扱いに関して、適切なものはどれか。",著作者人格権は、相続人に引き継がれる。,著作者人格権は、他人に譲渡することができない（一身専属）。,法人が「職務著作」により著作者となる場合、著作者人格権は発生しない。,死後においては、著作者人格権を侵害する行為をしても法的な問題は生じない。,イ,"著作権法第59条。人格権は著作者のみに帰属し、譲渡や相続は認められない（一身専属性）。"
AI模擬,5-1 契約,,"著作権を譲渡する契約において、第27条および第28条について特掲（明記）しなかった場合の取り扱いとして、適切なものはどれか。",第27条および第28条も当然に譲渡されたものとみなされる。,第27条および第28条は、譲渡人に留保されたものと推定される。,契約書そのものが無効となる。,第27条のみが譲渡され、第28条は留保されたとみなされる。,イ,"著作権法第61条第2項。翻訳・翻案権等は特記しない限り譲渡人に留保されると推定される。"
AI模擬,4-3 コンテンツ保護,,"プログラムの著作物における職務著作の要件として、通常の著作物（小説等）と異なる点はどれか。",法人の「発意」に基づく必要がない。,法人等の名義で「公表」されることを要件としない。,業務に従事する者が作成したものでなくてもよい。,契約で別段の定めをすることができない。,イ,"著作権法第15条第2項。プログラムは公表されない実態に鑑み、法人名義での公表要件が免除されている。"
AI模擬,4-3 コンテンツ保護,,"著作権法上の引用（第32条）として認められるために、不適切なものはどれか。",自分の文章（主）と引用する文章（従）の主従関係が明確であること。,引用部分を枠線などで囲み、自らの文章とはっきりと区別すること。,出所（出典）を明示すること。,自分の文章を補足する必然性がない場合であっても、出所さえ明示すれば自由に引用できる。,エ,"著作権法第32条。引用には「目的上正当な範囲内」であることが求められ、必然性のない利用は引用と認められない。"
AI模擬,4-3 コンテンツ保護,,"実演家（歌手、俳優等）に認められている実演家人格権の内容に含まれないものはどれか。",氏名表示権,同一性保持権,公表権,著作隣接権。,ウ,"著作権法第101条の2。実演家の人格権には氏名表示権と同一性保持権が認められているが、公表権は含まれない。"
AI模擬,5-2 エンフォースメント,,"著作権の登録制度（実名登録、創作年月日登録等）の主な法的効果として、適切なものはどれか。",登録しなければ、著作権が発生しない（発生要件）。,登録することによって、第三者に対して権利の移転などを対抗できる（対抗要件）。,登録すれば、著作権の存続期間がさらに20年延長される。,登録により、著作権侵害訴訟における損害額の立証責任が免除される。,イ,"著作権法第77条。無方式主義のため登録は発生要件ではないが、第三者への対抗要件となる。"
AI模擬,2-2 リスク管理,,"2026年1月施行の取適法において、製造委託等の場合に委託事業者（親事業者）となる基準として、適切なものはどれか。",資本金が3億円を超えていることのみ。,資本金が3億円を超える、または常時使用する従業員数が300人を超えていること。,年間の売上高が100億円を超えていること。,上場企業であること。,イ,"中小受託取引適正化法（2026年1月施行）。資本金基準に加え、新たに「従業員数基準」が導入される。"
AI模擬,2-2 リスク管理,,"取適法（2026年1月施行）で新たに禁止行為として追加されるものはどれか。",下請代金の減額,返品,受注者からの価格協議の申し出に対し、協議に応じないこと。,契約書面の交付を怠ること。,ウ,"中小受託取引適正化法。従来の「買いたたき」に加え、誠実な協議に応じない行為も法的禁止事項となった。"
AI模擬,2-2 リスク管理,,"取適法における代金の支払手段に関する記述として、適切なものはどれか。",支払期日が120日以内の手形であれば、従来どおり適法である。,約束手形による支払は原則として禁止される。,電子記録債権（でんさい）であっても、現金化に伴う手数料を受領側に負担させることは常に適法である。,銀行振込の手数料を、あらかじめ合意があれば一律に受託側の負担とすることができる。,イ,"中小受託取引適正化法。中小企業の資金繰り配慮のため、原則として手形払等が禁止される。"
AI模擬,2-1 法務,,"改正種苗法（令和3年施行）において、登録品種の種苗を販売する際の表示義務に関して、適切なものはどれか。",登録品種である旨の表示は努力義務である。,「登録品種である旨」の表示および輸出制限等の有無を表示することが法的義務となった。,表示を怠っても、過料などの罰則は存在しない。,表示は、種苗の袋に直接印刷しなければならず、タグでの代用は認められない。,イ,"種苗法第21条。登録品種である旨等の表示が義務化され、違反には10万円以下の過料の罰則がある。"
AI模擬,2-1 法務,,"改正種苗法に基づき、農業者が登録品種の種苗を次期栽培のために増やす「自家増殖」の取り扱いとして、適切なものはどれか。",農業者は、登録品種であっても自由に自家増殖できる。,登録品種の自家増殖には、育成者権者の許諾が必要となった。,在来種（一般品種）についても、自家増殖には国の許可が必要となった。,自家増殖の制限は、海外から輸入した種苗にのみ適用される。,イ,"種苗法。2022年4月の改正により、登録品種の自家増殖は育成者権者の許諾が必要な「許諾制」となった。"
AI模擬,2-2 リスク管理,,"他人の商品の形態を模倣した商品を販売等する行為（デッドコピー）の保護期間として、適切なものはどれか。",商品の販売開始から5年間,商品の販売開始から3年間,意匠登録の日から25年間,特許出願から20年間。,イ,"不正競争防止法第19条第1項第5号。形態模倣行為の規制（2条1項3号）は、販売開始日から3年間である。"
AI模擬,2-2 リスク管理,,"2024年4月に施行された改正不正競争防止法における「限定提供データ」の最新の改正（2024年4月）に関して、適切なものはどれか。",秘密管理されているデータは、限定提供データの対象外となった。,自社で秘密管理しているビッグデータであっても、他社に共有（提供）するものは限定提供データとして保護される。,限定提供データの侵害に対する差止請求権が廃止された。,ドメイン名の不正取得が、限定提供データの定義に統合された。,イ,"不正競争防止法改正。秘密管理されている共有データも保護対象に含め、企業のデータ利活用を促進する措置が取られた。"
